SchoolID,School,District,SchoolType,Enrollment,No_of_Program,FrRedLnch_PercentEligible,PercentofStudentsNotChronicallyAbsent,Subject,ParticipationRate2014to2015,PercentageMeetsORExceeds2014to2015
573,Bohemia Elementary School,South Lane SD 45J3,E,506,1,77.47,90.9,Mathematics,96.4,47.5
573,Bohemia Elementary School,South Lane SD 45J3,E,506,1,77.47,90.9,Science,97.6,81.7
833,Boise-Eliot Elementary School,Portland SD 1J,E,519,4,82.66,83.8,English Language Arts,98,31.3
833,Boise-Eliot Elementary School,Portland SD 1J,E,519,4,82.66,83.8,Mathematics,96.6,25.3
833,Boise-Eliot Elementary School,Portland SD 1J,E,519,4,82.66,83.8,Science,95.9,38.7
3455,Bolton Primary School,West Linn-Wilsonville SD 3J,E,332,1,17.77,91,English Language Arts,99.4,83.4
3455,Bolton Primary School,West Linn-Wilsonville SD 3J,E,332,1,17.77,91,Mathematics,100,77.2
3455,Bolton Primary School,West Linn-Wilsonville SD 3J,E,332,1,17.77,91,Science,100,94
467,Bonanza Elementary School,Klamath County SD,E,206,1,72.82,86.5,English Language Arts,100,39.2
467,Bonanza Elementary School,Klamath County SD,E,206,1,72.82,86.5,Mathematics,100,26.7
467,Bonanza Elementary School,Klamath County SD,E,206,1,72.82,86.5,Science,100,55.6
482,Bonanza Junior/Senior High School,Klamath County SD,H,206,1,64.08,80.3,English Language Arts,100,48.5
482,Bonanza Junior/Senior High School,Klamath County SD,H,206,1,64.08,80.3,Mathematics,100,19.4
482,Bonanza Junior/Senior High School,Klamath County SD,H,206,1,64.08,80.3,Science,100,54.1
4671,Bonny Slope Elementary School,Beaverton SD 48J,E,664,2,8.73,93.8,English Language Arts,99.4,86.8
4671,Bonny Slope Elementary School,Beaverton SD 48J,E,664,2,8.73,93.8,Mathematics,99.4,82.9
4671,Bonny Slope Elementary School,Beaverton SD 48J,E,664,2,8.73,93.8,Science,100,88.6
3913,Boones Ferry Primary School,West Linn-Wilsonville SD 3J,E,571,2,52.01,84,English Language Arts,99.7,65.9
3913,Boones Ferry Primary School,West Linn-Wilsonville SD 3J,E,571,2,52.01,84,Mathematics,99.7,57.2
3913,Boones Ferry Primary School,West Linn-Wilsonville SD 3J,E,571,2,52.01,84,Science,,95
97,Boring Middle School,Oregon Trail SD 46,M,382,1,41.88,80.4,English Language Arts,99.7,71.6
97,Boring Middle School,Oregon Trail SD 46,M,382,1,41.88,80.4,Mathematics,99.7,57
97,Boring Middle School,Oregon Trail SD 46,M,382,1,41.88,80.4,Science,99.2,79.1
1135,Bridgeport Elementary School,Tigard-Tualatin SD 23J,E,498,3,57.03,92.6,English Language Arts,100,53.5
1135,Bridgeport Elementary School,Tigard-Tualatin SD 23J,E,498,3,57.03,92.6,Mathematics,100,48.7
1135,Bridgeport Elementary School,Tigard-Tualatin SD 23J,E,498,3,57.03,92.6,Science,100,57.3
834,Bridger Elementary School,Portland SD 1J,E,415,2,56.87,91.6,English Language Arts,97.3,48.4
834,Bridger Elementary School,Portland SD 1J,E,415,2,56.87,91.6,Mathematics,97.3,32.6
834,Bridger Elementary School,Portland SD 1J,E,415,2,56.87,91.6,Science,98.4,59.7
835,Bridlemile Elementary School,Portland SD 1J,E,442,4,16.97,91.7,English Language Arts,95.8,80.7
835,Bridlemile Elementary School,Portland SD 1J,E,442,4,16.97,91.7,Mathematics,95.3,74.6
835,Bridlemile Elementary School,Portland SD 1J,E,442,4,16.97,91.7,Science,97.2,89.9
542,Briggs Middle School,Springfield SD 19,M,531,0,65.16,81.9,English Language Arts,97.2,45.3
542,Briggs Middle School,Springfield SD 19,M,531,0,65.16,81.9,Mathematics,96.6,32.4
542,Briggs Middle School,Springfield SD 19,M,531,0,65.16,81.9,Science,93.7,50
480,Brixner Junior High School,Klamath County SD,M,366,1,71.86,88.4,English Language Arts,99.7,44.1
480,Brixner Junior High School,Klamath County SD,M,366,1,71.86,88.4,Mathematics,100,37.2
480,Brixner Junior High School,Klamath County SD,M,366,1,71.86,88.4,Science,100,66.5
150,Broadway Middle School,Seaside SD 10,M,358,1,60.89,83.9,English Language Arts,98.2,52.4
150,Broadway Middle School,Seaside SD 10,M,358,1,60.89,83.9,Mathematics,97.9,36.6
150,Broadway Middle School,Seaside SD 10,M,358,1,60.89,83.9,Science,100,61.2
3624,Brockway Elementary School,Winston-Dillard SD 116,E,367,1,65.4,75.1,English Language Arts,100,33.3
3624,Brockway Elementary School,Winston-Dillard SD 116,E,367,1,65.4,75.1,Mathematics,100,36.6
237,Brookings-Harbor High School,Brookings-Harbor SD 17C,H,495,1,51.72,75.2,English Language Arts,99.2,58.9
237,Brookings-Harbor High School,Brookings-Harbor SD 17C,H,495,1,51.72,75.2,Mathematics,98.4,18.7
237,Brookings-Harbor High School,Brookings-Harbor SD 17C,H,495,1,51.72,75.2,Science,98.4,59.3
2,Brooklyn Primary School,Baker SD 5J,E,465,2,70.11,86.2,English Language Arts,99.2,48.3
2,Brooklyn Primary School,Baker SD 5J,E,465,2,70.11,86.2,Mathematics,100,51.3
1112,Brookwood Elementary School,Hillsboro SD 1J,E,384,2,62.76,91.4,English Language Arts,98.2,48.4
1112,Brookwood Elementary School,Hillsboro SD 1J,E,384,2,62.76,91.4,Mathematics,97.8,39.4
1112,Brookwood Elementary School,Hillsboro SD 1J,E,384,2,62.76,91.4,Science,98.3,59.6
731,Brush College Elementary School,Salem-Keizer SD 24J,E,201,2,45.77,82.8,English Language Arts,98,56.6
731,Brush College Elementary School,Salem-Keizer SD 24J,E,201,2,45.77,82.8,Mathematics,99,44
731,Brush College Elementary School,Salem-Keizer SD 24J,E,201,2,45.77,82.8,Science,100,82.5
250,Buckingham Elementary School,Bend-LaPine Administrative SD 1,E,536,1,51.49,86.9,English Language Arts,99.3,56.8
250,Buckingham Elementary School,Bend-LaPine Administrative SD 1,E,536,1,51.49,86.9,Mathematics,99.3,45.1
250,Buckingham Elementary School,Bend-LaPine Administrative SD 1,E,536,1,51.49,86.9,Science,96.7,62.9
837,Buckman Elementary School,Portland SD 1J,E,445,2,30.34,87.5,English Language Arts,69.5,63.2
837,Buckman Elementary School,Portland SD 1J,E,445,2,30.34,87.5,Mathematics,69.1,55.2
837,Buckman Elementary School,Portland SD 1J,E,445,2,30.34,87.5,Science,67.2,84.4
1241,Buena Vista Elementary School,Eugene SD 4J,E,399,4,28.07,91.1,English Language Arts,90.4,68.6
1241,Buena Vista Elementary School,Eugene SD 4J,E,399,4,28.07,91.1,Mathematics,91.1,64.5
1241,Buena Vista Elementary School,Eugene SD 4J,E,399,4,28.07,91.1,Science,88.9,85
429,Buff Intermediate School,Jefferson County SD 509J,E,358,1,74.58,78.1,English Language Arts,98,32.9
429,Buff Intermediate School,Jefferson County SD 509J,E,358,1,74.58,78.1,Mathematics,97.7,21.4
429,Buff Intermediate School,Jefferson County SD 509J,E,358,1,74.58,78.1,Science,100,49.5
3740,Burns Alternative School,Harney County SD 3,H,26,1,,28.6,English Language Arts,,5
3740,Burns Alternative School,Harney County SD 3,H,26,1,,28.6,Mathematics,,5
3740,Burns Alternative School,Harney County SD 3,H,26,1,,28.6,Science,,5
359,Burns High School,Harney County SD 3,H,236,1,55.51,78.4,English Language Arts,94,76.6
359,Burns High School,Harney County SD 3,H,236,1,55.51,78.4,Mathematics,96,31.3
359,Burns High School,Harney County SD 3,H,236,1,55.51,78.4,Science,94,70.2
3347,Burnt River School,Burnt River SD 30J,H,41,1,,71,English Language Arts,100,85.7
3347,Burnt River School,Burnt River SD 30J,H,41,1,,71,Mathematics,100,42.9
3347,Burnt River School,Burnt River SD 30J,H,41,1,,71,Science,,
732,Bush Elementary School,Salem-Keizer SD 24J,E,309,7,68.93,71.5,English Language Arts,99.3,23.1
732,Bush Elementary School,Salem-Keizer SD 24J,E,309,7,68.93,71.5,Mathematics,99.3,18
732,Bush Elementary School,Salem-Keizer SD 24J,E,309,7,68.93,71.5,Science,100,31.8
3649,Butler Creek Elementary School,Centennial SD 28J,E,543,1,52.85,88.6,English Language Arts,99.4,47.8
3649,Butler Creek Elementary School,Centennial SD 28J,E,543,1,52.85,88.6,Mathematics,98.8,40.6
3649,Butler Creek Elementary School,Centennial SD 28J,E,543,1,52.85,88.6,Science,100,56
119,Butte Creek Elementary School,Silver Falls SD 4J,E,325,1,48.62,74.8,English Language Arts,100,58.7
119,Butte Creek Elementary School,Silver Falls SD 4J,E,325,1,48.62,74.8,Mathematics,100,46.6
119,Butte Creek Elementary School,Silver Falls SD 4J,E,325,1,48.62,74.8,Science,100,75.6
406,Butte Falls Charter School,Butte Falls SD 91,H,143,1,72.03,69.6,English Language Arts,100,25.3
406,Butte Falls Charter School,Butte Falls SD 91,H,143,1,72.03,69.6,Mathematics,100,16.5
406,Butte Falls Charter School,Butte Falls SD 91,H,143,1,72.03,69.6,Science,100,22
1147,Butternut Creek Elementary School,Hillsboro SD 1J,E,388,2,56.19,95,English Language Arts,99.5,47
1147,Butternut Creek Elementary School,Hillsboro SD 1J,E,388,2,56.19,95,Mathematics,99.5,36
1147,Butternut Creek Elementary School,Hillsboro SD 1J,E,388,2,56.19,95,Science,100,80.8
693,Cairo Elementary School,Ontario SD 8C,E,137,1,78.1,89.1,English Language Arts,100,35.1
693,Cairo Elementary School,Ontario SD 8C,E,137,1,78.1,89.1,Mathematics,100,33.3
693,Cairo Elementary School,Ontario SD 8C,E,137,1,78.1,89.1,Science,100,36.8
506,Cal Young Middle School,Eugene SD 4J,M,527,1,26.94,87.2,English Language Arts,98.2,68.5
506,Cal Young Middle School,Eugene SD 4J,M,527,1,26.94,87.2,Mathematics,98.2,57
506,Cal Young Middle School,Eugene SD 4J,M,527,1,26.94,87.2,Science,97.6,79.3
632,Calapooia Middle School,Greater Albany Public SD 8J,M,592,1,60.64,81.6,English Language Arts,98.5,45.4
632,Calapooia Middle School,Greater Albany Public SD 8J,M,592,1,60.64,81.6,Mathematics,97.8,22.5
632,Calapooia Middle School,Greater Albany Public SD 8J,M,592,1,60.64,81.6,Science,98.4,62.6
4739,Camas Ridge Community Elementary,Eugene SD 4J,E,418,0,40.19,82.9,English Language Arts,92,58.9
4739,Camas Ridge Community Elementary,Eugene SD 4J,E,418,0,40.19,82.9,Mathematics,92.9,46.9
4739,Camas Ridge Community Elementary,Eugene SD 4J,E,418,0,40.19,82.9,Science,93.7,70.3
3400,Camas Valley School,Camas Valley SD 21J,H,203,1,65.52,95,English Language Arts,98.2,33.6
3400,Camas Valley School,Camas Valley SD 21J,H,203,1,65.52,95,Mathematics,97.2,26.4
3400,Camas Valley School,Camas Valley SD 21J,H,203,1,65.52,95,Science,95.7,63.6
140,Canby High School,Canby SD 86,H,1452,1,37.26,83.4,English Language Arts,73.7,50
140,Canby High School,Canby SD 86,H,1452,1,37.26,83.4,Mathematics,59.6,19.6
140,Canby High School,Canby SD 86,H,1452,1,37.26,83.4,Science,94.2,57.8
733,Candalaria Elementary School,Salem-Keizer SD 24J,E,352,1,24.72,88.5,English Language Arts,98.4,72.1
733,Candalaria Elementary School,Salem-Keizer SD 24J,E,352,1,24.72,88.5,Mathematics,97.3,61.2
733,Candalaria Elementary School,Salem-Keizer SD 24J,E,352,1,24.72,88.5,Science,98.4,84.7
106,Candy Lane Elementary School,Oregon City SD 62,E,309,1,63.43,84.4,English Language Arts,98.8,40.3
106,Candy Lane Elementary School,Oregon City SD 62,E,309,1,63.43,84.4,Mathematics,98.8,40.3
106,Candy Lane Elementary School,Oregon City SD 62,E,309,1,63.43,84.4,Science,100,75.3
289,Canyonville School,South Umpqua SD 19,E,208,1,87.5,80.2,English Language Arts,99.2,39.2
289,Canyonville School,South Umpqua SD 19,E,208,1,87.5,80.2,Mathematics,97.5,25.4
289,Canyonville School,South Umpqua SD 19,E,208,1,87.5,80.2,Science,97.1,54.5
838,Capitol Hill Elementary School,Portland SD 1J,E,468,2,24.57,90.6,English Language Arts,91,72.3
838,Capitol Hill Elementary School,Portland SD 1J,E,468,2,24.57,90.6,Mathematics,91.5,69.1
838,Capitol Hill Elementary School,Portland SD 1J,E,468,2,24.57,90.6,Science,91.2,75.8
92,Carus School,Canby SD 86,E,393,1,43,84.7,English Language Arts,98.2,53.8
92,Carus School,Canby SD 86,E,393,1,43,84.7,Mathematics,97.8,40.1
92,Carus School,Canby SD 86,E,393,1,43,84.7,Science,98.2,85.7
4475,Cascade Heights Public Charter School,North Clackamas SD 12,E,226,1,28.32,93.2,English Language Arts,96.6,51.4
4475,Cascade Heights Public Charter School,North Clackamas SD 12,E,226,1,28.32,93.2,Mathematics,96.6,36.1
4475,Cascade Heights Public Charter School,North Clackamas SD 12,E,226,1,28.32,93.2,Science,97.9,53.2
810,Cascade Junior High School,Cascade SD 5,M,526,1,52.66,85.1,English Language Arts,99.4,49
810,Cascade Junior High School,Cascade SD 5,M,526,1,52.66,85.1,Mathematics,98.8,32.9
810,Cascade Junior High School,Cascade SD 5,M,526,1,52.66,85.1,Science,99.5,68.9
3372,Cascade Locks School,Hood River County SD,E,66,1,72.73,77.2,English Language Arts,100,44.4
3372,Cascade Locks School,Hood River County SD,E,66,1,72.73,77.2,Mathematics,96.3,23.1
3372,Cascade Locks School,Hood River County SD,E,66,1,72.73,77.2,Science,100,40
242,Cascade Middle School,Bend-LaPine Administrative SD 1,M,888,1,18.58,81.6,English Language Arts,97.6,88.2
242,Cascade Middle School,Bend-LaPine Administrative SD 1,M,888,1,18.58,81.6,Mathematics,97,71.4
242,Cascade Middle School,Bend-LaPine Administrative SD 1,M,888,1,18.58,81.6,Science,94.6,89.8
581,Cascade Middle School,Bethel SD 52,M,339,1,76.99,81,English Language Arts,97.6,47.2
581,Cascade Middle School,Bethel SD 52,M,339,1,76.99,81,Mathematics,97.6,29.8
581,Cascade Middle School,Bethel SD 52,M,339,1,76.99,81,Science,98.1,64.4
811,Cascade Senior High School,Cascade SD 5,H,721,1,41.19,76.9,English Language Arts,99.5,72.9
811,Cascade Senior High School,Cascade SD 5,H,721,1,41.19,76.9,Mathematics,97.4,25
811,Cascade Senior High School,Cascade SD 5,H,721,1,41.19,76.9,Science,65.1,94.3
652,Cascades School,Lebanon Community SD 9,E,394,1,71.57,77.3,English Language Arts,98.9,45.3
652,Cascades School,Lebanon Community SD 9,E,394,1,71.57,77.3,Mathematics,98.4,38.9
652,Cascades School,Lebanon Community SD 9,E,394,1,71.57,77.3,Science,100,55.2
1337,Cecil Sly Elementary School,Crook County SD,E,431,1,66.13,78.8,English Language Arts,98.6,47
1337,Cecil Sly Elementary School,Crook County SD,E,431,1,66.13,78.8,Mathematics,97.7,35.2
1337,Cecil Sly Elementary School,Crook County SD,E,431,1,66.13,78.8,Science,99,70.5
1307,Cecile Trost Elementary School,Canby SD 86,E,411,2,75.18,93.1,English Language Arts,92.1,29.9
1307,Cecile Trost Elementary School,Canby SD 86,E,411,2,75.18,93.1,Mathematics,93.6,16.1
1307,Cecile Trost Elementary School,Canby SD 86,E,411,2,75.18,93.1,Science,100,44.4
1158,Cedar Mill Elementary School,Beaverton SD 48J,E,339,2,11.8,93.1,English Language Arts,97,83.5
1158,Cedar Mill Elementary School,Beaverton SD 48J,E,339,2,11.8,93.1,Mathematics,96.4,80.3
1158,Cedar Mill Elementary School,Beaverton SD 48J,E,339,2,11.8,93.1,Science,97.9,86.4
1180,Cedar Park Middle School,Beaverton SD 48J,M,1043,1,27.04,87.3,English Language Arts,98.1,66.2
1180,Cedar Park Middle School,Beaverton SD 48J,M,1043,1,27.04,87.3,Mathematics,97.2,56.5
1180,Cedar Park Middle School,Beaverton SD 48J,M,1043,1,27.04,87.3,Science,,
102,Cedar Ridge Middle School,Oregon Trail SD 46,M,363,2,53.99,83.6,English Language Arts,97.5,53.1
102,Cedar Ridge Middle School,Oregon Trail SD 46,M,363,2,53.99,83.6,Mathematics,97,38.5
102,Cedar Ridge Middle School,Oregon Trail SD 46,M,363,2,53.99,83.6,Science,97.7,73.8
45,Cedaroak Park Primary School,West Linn-Wilsonville SD 3J,E,288,2,15.28,89.6,English Language Arts,99.4,72
45,Cedaroak Park Primary School,West Linn-Wilsonville SD 3J,E,288,2,15.28,89.6,Mathematics,99.4,69.5
45,Cedaroak Park Primary School,West Linn-Wilsonville SD 3J,E,288,2,15.28,89.6,Science,100,89.5
544,Centennial Elementary School,Springfield SD 19,E,433,3,71.36,83.6,English Language Arts,98.1,46.9
544,Centennial Elementary School,Springfield SD 19,E,433,3,71.36,83.6,Mathematics,98.1,40.8
544,Centennial Elementary School,Springfield SD 19,E,433,3,71.36,83.6,Science,97.2,75.7
676,Centennial Elementary School,Scio SD 95,E,281,0,44.13,80.7,English Language Arts,99.3,45.8
676,Centennial Elementary School,Scio SD 95,E,281,0,44.13,80.7,Mathematics,98.6,41.3
676,Centennial Elementary School,Scio SD 95,E,281,0,44.13,80.7,Science,100,55.1
967,Centennial High School,Centennial SD 28J,H,1786,1,64.22,75.2,English Language Arts,98,77.3
967,Centennial High School,Centennial SD 28J,H,1786,1,64.22,75.2,Mathematics,98,33
967,Centennial High School,Centennial SD 28J,H,1786,1,64.22,75.2,Science,99.3,59
960,Centennial Middle School,Centennial SD 28J,M,961,2,73.26,83.4,English Language Arts,97.8,50.9
960,Centennial Middle School,Centennial SD 28J,M,961,2,73.26,83.4,Mathematics,97.2,44.2
960,Centennial Middle School,Centennial SD 28J,M,961,2,73.26,83.4,Science,99.4,64.7
1367,Centennial Park School,Centennial SD 28J,H,138,0,69.57,87.4,English Language Arts,81.8,7.4
1367,Centennial Park School,Centennial SD 28J,H,138,0,69.57,87.4,Mathematics,,5
1367,Centennial Park School,Centennial SD 28J,H,138,0,69.57,87.4,Science,,5
1066,Central Elementary School,La Grande SD 1,E,364,1,61.26,84,English Language Arts,97.3,45.5
1066,Central Elementary School,La Grande SD 1,E,364,1,61.26,84,Mathematics,96.7,49.7
1066,Central Elementary School,La Grande SD 1,E,364,1,61.26,84,Science,98.2,68.5
631,Central Elementary School,Greater Albany Public SD 8J,E,151,6,54.97,88,English Language Arts,94.5,50.7
631,Central Elementary School,Greater Albany Public SD 8J,E,151,6,54.97,88,Mathematics,100,42.5
631,Central Elementary School,Greater Albany Public SD 8J,E,151,6,54.97,88,Science,100,66.7
1002,Central High School,Central SD 13J,H,986,2,53.96,87.4,English Language Arts,90.7,67.5
1002,Central High School,Central SD 13J,H,986,2,53.96,87.4,Mathematics,95.3,22.5
1002,Central High School,Central SD 13J,H,986,2,53.96,87.4,Science,87,67.2
807,Central Howell Elementary School,Silver Falls SD 4J,E,171,1,,89.8,English Language Arts,100,58.7
807,Central Howell Elementary School,Silver Falls SD 4J,E,171,1,,89.8,Mathematics,100,51.9
807,Central Howell Elementary School,Silver Falls SD 4J,E,171,1,,89.8,Science,100,61.3
1311,Central Linn Elementary School,Central Linn SD 552,E,362,1,51.66,81.8,English Language Arts,99.1,54.5
1311,Central Linn Elementary School,Central Linn SD 552,E,362,1,51.66,81.8,Mathematics,99.1,43.5
1311,Central Linn Elementary School,Central Linn SD 552,E,362,1,51.66,81.8,Science,98.3,84.2
687,Central Linn High School,Central Linn SD 552,H,288,1,48.26,79.8,English Language Arts,97.9,57.9
687,Central Linn High School,Central Linn SD 552,H,288,1,48.26,79.8,Mathematics,98.6,26.2
687,Central Linn High School,Central Linn SD 552,H,288,1,48.26,79.8,Science,94.1,58.8
3554,Central Medford High School,Medford SD 549C,H,262,1,77.1,15.3,English Language Arts,78.1,12.3
3554,Central Medford High School,Medford SD 549C,H,262,1,77.1,15.3,Mathematics,,5
3554,Central Medford High School,Medford SD 549C,H,262,1,77.1,15.3,Science,47.9,34.3
1057,Central Middle School,Milton-Freewater Unified SD 7,M,415,1,74.46,85.8,English Language Arts,99.5,32.8
1057,Central Middle School,Milton-Freewater Unified SD 7,M,415,1,74.46,85.8,Mathematics,99.5,19.8
1057,Central Middle School,Milton-Freewater Unified SD 7,M,415,1,74.46,85.8,Science,99.2,57.8
382,Central Point Elementary School,Central Point SD 6,E,526,4,62.93,89,English Language Arts,97.3,40.6
382,Central Point Elementary School,Central Point SD 6,E,526,4,62.93,89,Mathematics,98.2,41.1
382,Central Point Elementary School,Central Point SD 6,E,526,4,62.93,89,Science,100,46.2
1368,Century High School,Hillsboro SD 1J,H,1634,1,37.09,74.4,English Language Arts,94.7,66.5
1368,Century High School,Hillsboro SD 1J,H,1634,1,37.09,74.4,Mathematics,95,28.4
1368,Century High School,Hillsboro SD 1J,H,1634,1,37.09,74.4,Science,92.5,76
4146,Cesar Chavez Elementary School,Eugene SD 4J,E,420,2,73.57,75.1,English Language Arts,95.9,49.8
4146,Cesar Chavez Elementary School,Eugene SD 4J,E,420,2,73.57,75.1,Mathematics,95.5,35.4
4146,Cesar Chavez Elementary School,Eugene SD 4J,E,420,2,73.57,75.1,Science,98.8,63
841,Cesar Chavez K-8 School,Portland SD 1J,E,455,4,87.47,82.7,English Language Arts,98.9,24.1
841,Cesar Chavez K-8 School,Portland SD 1J,E,455,4,87.47,82.7,Mathematics,98.5,21.1
841,Cesar Chavez K-8 School,Portland SD 1J,E,455,4,87.47,82.7,Science,95.5,19
5064,Cesar E Chavez Elem,Salem-Keizer SD 24J,E,562,0,84.52,79.4,English Language Arts,98.9,31.9
5064,Cesar E Chavez Elem,Salem-Keizer SD 24J,E,562,0,84.52,79.4,Mathematics,98.5,25.2
5064,Cesar E Chavez Elem,Salem-Keizer SD 24J,E,562,0,84.52,79.4,Science,100,33.8
839,Chapman Elementary School,Portland SD 1J,E,677,3,26.74,90.1,English Language Arts,90.4,78.9
839,Chapman Elementary School,Portland SD 1J,E,677,3,26.74,90.1,Mathematics,90.1,66.4
839,Chapman Elementary School,Portland SD 1J,E,677,3,26.74,90.1,Science,96.7,82.6
1244,Chapman Hill Elementary School,Salem-Keizer SD 24J,E,360,1,37.78,87.1,English Language Arts,97.9,60.7
1244,Chapman Hill Elementary School,Salem-Keizer SD 24J,E,360,1,37.78,87.1,Mathematics,97.3,58.5
1244,Chapman Hill Elementary School,Salem-Keizer SD 24J,E,360,1,37.78,87.1,Science,98.7,82.7
1240,Charlemagne at Fox Hollow Elementary School,Eugene SD 4J,E,324,1,17.28,91.8,English Language Arts,96.5,84.2
1240,Charlemagne at Fox Hollow Elementary School,Eugene SD 4J,E,324,1,17.28,91.8,Mathematics,96.5,87.8
1240,Charlemagne at Fox Hollow Elementary School,Eugene SD 4J,E,324,1,17.28,91.8,Science,100,92.9
1136,Charles F Tigard Elementary School,Tigard-Tualatin SD 23J,E,531,4,41.05,90.4,English Language Arts,99.6,55.7
1136,Charles F Tigard Elementary School,Tigard-Tualatin SD 23J,E,531,4,41.05,90.4,Mathematics,98.8,52
1136,Charles F Tigard Elementary School,Tigard-Tualatin SD 23J,E,531,4,41.05,90.4,Science,98.7,80.3
1159,Chehalem Elementary School,Beaverton SD 48J,E,502,1,59.96,89,English Language Arts,98.8,47.5
1159,Chehalem Elementary School,Beaverton SD 48J,E,502,1,59.96,89,Mathematics,99.2,39.9
1159,Chehalem Elementary School,Beaverton SD 48J,E,502,1,59.96,89,Science,100,75.4
1336,Chehalem Valley Middle School,Newberg SD 29J,M,661,1,38.73,87.4,English Language Arts,98.4,55
