SchoolID,SchoolYearStart,CountyID,DistrictID,Enrollment,DistrictEnrollment,CountyEnrollment,FreeLunches,DistrictFreeLunches,CountyFreeLunches,ReducedLunches,DistrictReducedLunches,CountyReducedLunches,EligibleStudents,DistrictEligibleStudents,CountyEligibleStudents,PercentEligible,DistrictPercentEligible,CountyPercentEligible,County,District,School,Spacer
963,7/1/14,26,2185,420,6184,91940,322,3900,44444,33,499,6010,355,4399,50454,84.52,71.14,54.88,Multnomah,Centennial SD 28J,Parklane Elementary School,
962,7/1/14,26,2185,400,6184,91940,319,3900,44444,22,499,6010,341,4399,50454,85.25,71.14,54.88,Multnomah,Centennial SD 28J,Oliver Elementary School,
964,7/1/14,26,2185,450,6184,91940,342,3900,44444,52,499,6010,394,4399,50454,87.56,71.14,54.88,Multnomah,Centennial SD 28J,Lynch View Elementary School,
2799,7/1/14,8,1972,,486,2271,,267,1122,,70,292,0,337,1414,0,69.34,62.26,Curry,Central Curry SD 1,Curry County Jail,
239,7/1/14,8,1972,174,486,2271,86,267,1122,34,70,292,120,337,1414,68.97,69.34,62.26,Curry,Central Curry SD 1,Gold Beach High School,
231,7/1/14,8,1972,312,486,2271,181,267,1122,36,70,292,217,337,1414,69.55,69.34,62.26,Curry,Central Curry SD 1,Riley Creek Elementary School,
687,7/1/14,22,2105,288,650,22354,117,272,8629,22,54,1283,139,326,9912,48.26,50.15,44.34,Linn,Central Linn SD 552,Central Linn High School,
1311,7/1/14,22,2105,362,650,22354,155,272,8629,32,54,1283,187,326,9912,51.66,50.15,44.34,Linn,Central Linn SD 552,Central Linn Elementary School,
3652,7/1/14,15,2042,6,4439,28633,,2383,14891,,377,2045,0,2760,16936,,62.18,59.15,Jackson,Central Point SD 6,Family Solutions - Central Point,
4557,7/1/14,15,2042,464,4439,28633,162,2383,14891,43,377,2045,205,2760,16936,44.18,62.18,59.15,Jackson,Central Point SD 6,Crater Academy of Health and Public Services,
385,7/1/14,15,2042,524,4439,28633,223,2383,14891,34,377,2045,257,2760,16936,49.05,62.18,59.15,Jackson,Central Point SD 6,Richardson Elementary School,
4559,7/1/14,15,2042,436,4439,28633,221,2383,14891,36,377,2045,257,2760,16936,58.94,62.18,59.15,Jackson,Central Point SD 6,Crater School of Business Innovation and Science,
388,7/1/14,15,2042,789,4439,28633,407,2383,14891,84,377,2045,491,2760,16936,62.23,62.18,59.15,Jackson,Central Point SD 6,Scenic Middle School,
382,7/1/14,15,2042,526,4439,28633,278,2383,14891,53,377,2045,331,2760,16936,62.93,62.18,59.15,Jackson,Central Point SD 6,Central Point Elementary School,
383,7/1/14,15,2042,518,4439,28633,312,2383,14891,32,377,2045,344,2760,16936,66.41,62.18,59.15,Jackson,Central Point SD 6,Jewett Elementary School,
386,7/1/14,15,2042,275,4439,28633,187,2383,14891,11,377,2045,198,2760,16936,72,62.18,59.15,Jackson,Central Point SD 6,Sams Valley Elementary School,
384,7/1/14,15,2042,240,4439,28633,159,2383,14891,19,377,2045,178,2760,16936,74.17,62.18,59.15,Jackson,Central Point SD 6,Patrick Elementary School,
4561,7/1/14,15,2042,452,4439,28633,292,2383,14891,46,377,2045,338,2760,16936,74.78,62.18,59.15,Jackson,Central Point SD 6,Crater Renaissance Academy,
387,7/1/14,15,2042,209,4439,28633,142,2383,14891,19,377,2045,161,2760,16936,77.03,62.18,59.15,Jackson,Central Point SD 6,Hanby Middle School,
1002,7/1/14,27,2191,986,3110,6739,473,1665,2937,59,220,414,532,1885,3351,53.96,60.61,49.73,Polk,Central SD 13J,Central High School,
999,7/1/14,27,2191,547,3110,6739,263,1665,2937,43,220,414,306,1885,3351,55.94,60.61,49.73,Polk,Central SD 13J,Monmouth Elementary School,
1001,7/1/14,27,2191,660,3110,6739,347,1665,2937,58,220,414,405,1885,3351,61.36,60.61,49.73,Polk,Central SD 13J,Talmadge Middle School,
3464,7/1/14,27,2191,492,3110,6739,291,1665,2937,24,220,414,315,1885,3351,64.02,60.61,49.73,Polk,Central SD 13J,Ash Creek Elementary School,
998,7/1/14,27,2191,421,3110,6739,291,1665,2937,36,220,414,327,1885,3351,77.67,60.61,49.73,Polk,Central SD 13J,Independence Elementary School,
4689,7/1/14,3,1902,6,214,58044,,,17130,,,3572,0,0,20702,,,35.67,Clackamas,Clackamas ESD,Clackamas River School,
1246,7/1/14,3,1902,24,214,58044,,,17130,,,3572,0,0,20702,,,35.67,Clackamas,Clackamas ESD,Merrick School,
168,7/1/14,5,1945,341,676,7598,113,276,2954,38,81,527,151,357,3481,44.28,52.81,45.81,Columbia,Clatskanie SD 6J,Clatskanie Middle/High School,
163,7/1/14,5,1945,335,676,7598,163,276,2954,43,81,527,206,357,3481,61.49,52.81,45.81,Columbia,Clatskanie SD 6J,Clatskanie Elementary School,
104,7/1/14,3,1927,225,617,58044,63,214,17130,12,45,3572,75,259,20702,33.33,41.98,35.67,Clackamas,Colton SD 53,Colton High School,
1248,7/1/14,3,1927,140,617,58044,41,214,17130,11,45,3572,52,259,20702,37.14,41.98,35.67,Clackamas,Colton SD 53,Colton Middle School,
103,7/1/14,3,1927,250,617,58044,110,214,17130,22,45,3572,132,259,20702,52.8,41.98,35.67,Clackamas,Colton SD 53,Colton Elementary School,
326,7/1/14,11,2006,44,129,265,14,41,108,8,32,56,22,73,164,50,56.59,61.89,Gilliam,Condon SD 25J,Condon High School,
325,7/1/14,11,2006,85,129,265,27,41,108,24,32,56,51,73,164,60,56.59,61.89,Gilliam,Condon SD 25J,Condon Elementary School,
3227,7/1/14,6,1965,72,3111,9656,,1647,3927,,263,552,0,1910,4479,,61.4,46.39,Coos,Coos Bay SD 9,Destinations Academy,
4079,7/1/14,6,1965,66,3111,9656,,1647,3927,,263,552,0,1910,4479,,61.4,46.39,Coos,Coos Bay SD 9,Resource Link Charter School,
201,7/1/14,6,1965,1010,3111,9656,462,1647,3927,108,263,552,570,1910,4479,56.44,61.4,46.39,Coos,Coos Bay SD 9,Marshfield Senior High School,
197,7/1/14,6,1965,468,3111,9656,241,1647,3927,40,263,552,281,1910,4479,60.04,61.4,46.39,Coos,Coos Bay SD 9,Millicoma School,
192,7/1/14,6,1965,580,3111,9656,311,1647,3927,43,263,552,354,1910,4479,61.03,61.4,46.39,Coos,Coos Bay SD 9,Blossom Gulch Elementary School,
196,7/1/14,6,1965,432,3111,9656,300,1647,3927,35,263,552,335,1910,4479,77.55,61.4,46.39,Coos,Coos Bay SD 9,Madison Elementary School,
199,7/1/14,6,1965,453,3111,9656,333,1647,3927,37,263,552,370,1910,4479,81.68,61.4,46.39,Coos,Coos Bay SD 9,Sunset School,
189,7/1/14,6,1964,63,874,9656,36,420,3927,,61,552,40,481,4479,,55.03,46.39,Coos,Coquille SD 8,Lincoln School of Early Learning,
4857,7/1/14,6,1964,107,874,9656,53,420,3927,,61,552,57,481,4479,,55.03,46.39,Coos,Coquille SD 8,Winter Lakes School,
2797,7/1/14,6,1964,,874,9656,,420,3927,,61,552,0,481,4479,0,55.03,46.39,Coos,Coquille SD 8,Coos County Jail,
191,7/1/14,6,1964,349,874,9656,142,420,3927,21,61,552,163,481,4479,46.7,55.03,46.39,Coos,Coquille SD 8,Coquille Junior Senior High,
4025,7/1/14,6,1964,354,874,9656,189,420,3927,32,61,552,221,481,4479,62.43,55.03,46.39,Coos,Coquille SD 8,Coquille Valley Elementary,
4747,7/1/14,26,2186,72,1317,91940,,248,44444,,79,6010,0,327,50454,,24.83,54.88,Multnomah,Corbett SD 39,Corbett Charter School,
5253,7/1/14,26,2186,189,1317,91940,32,248,44444,13,79,6010,45,327,50454,23.81,24.83,54.88,Multnomah,Corbett SD 39,Corbett Enviro-STEM High School,
4592,7/1/14,26,2186,1056,1317,91940,216,248,44444,66,79,6010,282,327,50454,26.7,24.83,54.88,Multnomah,Corbett SD 39,Corbett School,
4637,7/1/14,2,1901,103,6625,8840,,2025,2905,,335,474,0,2360,3379,,35.62,38.22,Benton,Corvallis SD 509J,Inavale Community Partners dba Muddy Creek Charter School ,
2793,7/1/14,2,1901,,6625,8840,,2025,2905,,335,474,0,2360,3379,0,35.62,38.22,Benton,Corvallis SD 509J,Benton County Jail,
33,7/1/14,2,1901,414,6625,8840,54,2025,2905,10,335,474,64,2360,3379,15.46,35.62,38.22,Benton,Corvallis SD 509J,Hoover Elementary School,
27,7/1/14,2,1901,378,6625,8840,68,2025,2905,13,335,474,81,2360,3379,21.43,35.62,38.22,Benton,Corvallis SD 509J,Adams Elementary School,
41,7/1/14,2,1901,1014,6625,8840,217,2025,2905,44,335,474,261,2360,3379,25.74,35.62,38.22,Benton,Corvallis SD 509J,Crescent Valley High School,
35,7/1/14,2,1901,338,6625,8840,81,2025,2905,7,335,474,88,2360,3379,26.04,35.62,38.22,Benton,Corvallis SD 509J,Jefferson Elementary School,
1322,7/1/14,2,1901,356,6625,8840,73,2025,2905,20,335,474,93,2360,3379,26.12,35.62,38.22,Benton,Corvallis SD 509J,Franklin School,
28,7/1/14,2,1901,562,6625,8840,159,2025,2905,22,335,474,181,2360,3379,32.21,35.62,38.22,Benton,Corvallis SD 509J,Cheldelin Middle School,
40,7/1/14,2,1901,1279,6625,8840,359,2025,2905,65,335,474,424,2360,3379,33.15,35.62,38.22,Benton,Corvallis SD 509J,Corvallis High School,
38,7/1/14,2,1901,712,6625,8840,259,2025,2905,47,335,474,306,2360,3379,42.98,35.62,38.22,Benton,Corvallis SD 509J,Linus Pauling Middle School,
37,7/1/14,2,1901,322,6625,8840,144,2025,2905,7,335,474,151,2360,3379,46.89,35.62,38.22,Benton,Corvallis SD 509J,Mt View Elementary School,
39,7/1/14,2,1901,343,6625,8840,155,2025,2905,18,335,474,173,2360,3379,50.44,35.62,38.22,Benton,Corvallis SD 509J,Wilson Elementary School,
36,7/1/14,2,1901,385,6625,8840,194,2025,2905,43,335,474,237,2360,3379,61.56,35.62,38.22,Benton,Corvallis SD 509J,Lincoln Elementary School,
30,7/1/14,2,1901,419,6625,8840,262,2025,2905,39,335,474,301,2360,3379,71.84,35.62,38.22,Benton,Corvallis SD 509J,Garfield Elementary School,
3434,7/1/14,31,2216,275,275,3806,147,147,1770,28,28,323,175,175,2093,63.64,63.64,54.99,Union,Cove SD 15,Cove Charter School,
571,7/1/14,20,2086,289,1273,44726,117,553,20342,22,108,3367,139,661,23709,48.1,51.92,53.01,Lane,Creswell SD 40,Creswell Middle School,
572,7/1/14,20,2086,377,1273,44726,164,553,20342,32,108,3367,196,661,23709,51.99,51.92,53.01,Lane,Creswell SD 40,Creswell High School,
570,7/1/14,20,2086,602,1273,44726,272,553,20342,54,108,3367,326,661,23709,54.15,51.92,53.01,Lane,Creswell SD 40,Creslane Elementary School,
5150,7/1/14,7,1970,389,3271,3236,,1445,1445,,306,306,0,1751,1751,,53.53,54.11,Crook,Crook County SD,Insight School of Oregon-Charter Option,
222,7/1/14,7,1970,18,3271,3236,7,1445,1445,,306,306,11,1751,1751,,53.53,54.11,Crook,Crook County SD,Paulina School,
4392,7/1/14,7,1970,51,3271,3236,35,1445,1445,,306,306,37,1751,1751,,53.53,54.11,Crook,Crook County SD,Pioneer Secondary Alternative High School,
223,7/1/14,7,1970,185,3271,3236,,1445,1445,,306,306,0,1751,1751,,53.53,54.11,Crook,Crook County SD,Powell Butte Community Charter School,
2798,7/1/14,7,1970,,3271,3236,,1445,1445,,306,306,0,1751,1751,0,53.53,54.11,Crook,Crook County SD,Crook County Jail,
225,7/1/14,7,1970,834,3271,3236,379,1445,1445,95,306,306,474,1751,1751,56.83,53.53,54.11,Crook,Crook County SD,Crook County High School,
219,7/1/14,7,1970,356,3271,3236,166,1445,1445,47,306,306,213,1751,1751,59.83,53.53,54.11,Crook,Crook County SD,Crooked River Elementary School,
1337,7/1/14,7,1970,431,3271,3236,235,1445,1445,50,306,306,285,1751,1751,66.13,53.53,54.11,Crook,Crook County SD,Cecil Sly Elementary School,
224,7/1/14,7,1970,595,3271,3236,351,1445,1445,88,306,306,439,1751,1751,73.78,53.53,54.11,Crook,Crook County SD,Crook County Middle School,
221,7/1/14,7,1970,377,3271,3236,272,1445,1445,20,306,306,292,1751,1751,77.45,53.53,54.11,Crook,Crook County SD,Ochoco Elementary School,
592,7/1/14,20,2089,152,270,44726,48,95,20342,12,24,3367,60,119,23709,39.47,44.07,53.01,Lane,Crow-Applegate-Lorane SD 66,Crow Middle/High School,
589,7/1/14,20,2089,118,270,44726,47,95,20342,12,24,3367,59,119,23709,50,44.07,53.01,Lane,Crow-Applegate-Lorane SD 66,Applegate Elementary School,
426,7/1/14,16,2050,244,695,3695,144,433,2514,21,53,248,165,486,2762,67.62,69.93,74.75,Jefferson,Culver SD 4,Culver High School,
1295,7/1/14,16,2050,169,695,3695,103,433,2514,14,53,248,117,486,2762,69.23,69.93,74.75,Jefferson,Culver SD 4,Culver Middle School,
425,7/1/14,16,2050,282,695,3695,186,433,2514,18,53,248,204,486,2762,72.34,69.93,74.75,Jefferson,Culver SD 4,Culver Elementary School,
3461,7/1/14,27,2190,197,3246,6739,,1080,2937,,147,414,0,1227,3351,,37.8,49.73,Polk,Dallas SD 2,Luckiamute Valley Charter School,
1260,7/1/14,27,2190,13,3246,6739,,1080,2937,,147,414,10,1227,3351,,37.8,49.73,Polk,Dallas SD 2,Polk ADTC,
2816,7/1/14,27,2190,,3246,6739,,1080,2937,,147,414,0,1227,3351,0,37.8,49.73,Polk,Dallas SD 2,Polk County Jail,
995,7/1/14,27,2190,1089,3246,6739,274,1080,2937,41,147,414,315,1227,3351,28.93,37.8,49.73,Polk,Dallas SD 2,Dallas High School,
994,7/1/14,27,2190,662,3246,6739,246,1080,2937,34,147,414,280,1227,3351,42.3,37.8,49.73,Polk,Dallas SD 2,LaCreole Middle School,
990,7/1/14,27,2190,367,3246,6739,154,1080,2937,27,147,414,181,1227,3351,49.32,37.8,49.73,Polk,Dallas SD 2,Oakdale Heights Elementary School,
989,7/1/14,27,2190,439,3246,6739,210,1080,2937,17,147,414,227,1227,3351,51.71,37.8,49.73,Polk,Dallas SD 2,Lyle Elementary School,
993,7/1/14,27,2190,407,3246,6739,187,1080,2937,27,147,414,214,1227,3351,52.58,37.8,49.73,Polk,Dallas SD 2,Whitworth Elementary School,
2373,7/1/14,26,2342,,,91940,,,44444,,,6010,0,,50454,0,,54.88,Multnomah,David Douglas School District EI/ECSE (Area 6),Columbia Gorge ESD EI/ECSE-Wasco,
2299,7/1/14,26,2342,,,91940,,,44444,,,6010,0,,50454,0,,54.88,Multnomah,David Douglas School District EI/ECSE (Area 6),Hood River County SD - EI/ECSE,
3580,7/1/14,26,2187,156,10917,91940,49,7329,44444,12,1099,6010,61,8428,50454,39.1,77.2,54.88,Multnomah,David Douglas SD 40,Arthur Academy,
974,7/1/14,26,2187,672,10917,91940,425,7329,44444,55,1099,6010,480,8428,50454,71.43,77.2,54.88,Multnomah,David Douglas SD 40,Gilbert Park Elementary School,
983,7/1/14,26,2187,3227,10917,91940,2022,7329,44444,331,1099,6010,2353,8428,50454,72.92,77.2,54.88,Multnomah,David Douglas SD 40,David Douglas High School,
980,7/1/14,26,2187,711,10917,91940,440,7329,44444,87,1099,6010,527,8428,50454,74.12,77.2,54.88,Multnomah,David Douglas SD 40,Alice Ott Middle School,
972,7/1/14,26,2187,507,10917,91940,346,7329,44444,45,1099,6010,391,8428,50454,77.12,77.2,54.88,Multnomah,David Douglas SD 40,Cherry Park Elementary School,
981,7/1/14,26,2187,790,10917,91940,529,7329,44444,86,1099,6010,615,8428,50454,77.85,77.2,54.88,Multnomah,David Douglas SD 40,Floyd Light Middle School,
976,7/1/14,26,2187,587,10917,91940,407,7329,44444,52,1099,6010,459,8428,50454,78.19,77.2,54.88,Multnomah,David Douglas SD 40,Menlo Park Elementary School,
973,7/1/14,26,2187,611,10917,91940,405,7329,44444,78,1099,6010,483,8428,50454,79.05,77.2,54.88,Multnomah,David Douglas SD 40,Gilbert Heights Elementary School,
3525,7/1/14,26,2187,441,10917,91940,310,7329,44444,47,1099,6010,357,8428,50454,80.95,77.2,54.88,Multnomah,David Douglas SD 40,Earl Boyles Elementary,
978,7/1/14,26,2187,525,10917,91940,380,7329,44444,52,1099,6010,432,8428,50454,82.29,77.2,54.88,Multnomah,David Douglas SD 40,Ventura Park Elementary School,
979,7/1/14,26,2187,484,10917,91940,357,7329,44444,53,1099,6010,410,8428,50454,84.71,77.2,54.88,Multnomah,David Douglas SD 40,West Powellhurst Elementary School,
4232,7/1/14,26,2187,888,10917,91940,670,7329,44444,91,1099,6010,761,8428,50454,85.7,77.2,54.88,Multnomah,David Douglas SD 40,Ron Russell Middle School,
977,7/1/14,26,2187,591,10917,91940,476,7329,44444,43,1099,6010,519,8428,50454,87.82,77.2,54.88,Multnomah,David Douglas SD 40,Mill Park Elementary School,
975,7/1/14,26,2187,653,10917,91940,513,7329,44444,67,1099,6010,580,8428,50454,88.82,77.2,54.88,Multnomah,David Douglas SD 40,Lincoln Park Elementary School,
1212,7/1/14,36,2253,332,978,16624,189,584,7498,28,102,1098,217,686,8596,65.36,70.14,51.71,Yamhill,Dayton SD 8,Dayton High School,
1291,7/1/14,36,2253,227,978,16624,130,584,7498,32,102,1098,162,686,8596,71.37,70.14,51.71,Yamhill,Dayton SD 8,Dayton Jr High School,
1211,7/1/14,36,2253,419,978,16624,265,584,7498,42,102,1098,307,686,8596,73.27,70.14,51.71,Yamhill,Dayton SD 8,Dayton Grade School,
3353,7/1/14,12,2011,52,52,879,34,34,392,,,119,39,39,511,,,58.13,Grant,Dayville SD 16J,Dayville School,
348,7/1/14,13,2017,11,11,1110,,,433,,,131,0,0,564,,,50.81,Harney,Diamond SD 7,Diamond Elementary School,
352,7/1/14,13,2021,2,2,1110,,,433,,,131,0,0,564,,,50.81,Harney,Double O SD 28,Double O Elementary School,
3348,7/1/14,10,1993,165,165,13935,84,84,7598,20,20,1101,104,104,8699,63.03,63.03,62.43,Douglas,Douglas County SD 15,Days Creek Charter School,
2801,7/1/14,10,1991,,6053,13935,,3286,7598,,495,1101,0,3781,8699,0,62.46,62.43,Douglas,Douglas County SD 4,Douglas County Jail,
274,7/1/14,10,1991,307,6053,13935,104,3286,7598,9,495,1101,113,3781,8699,36.81,62.46,62.43,Douglas,Douglas County SD 4,Melrose Elementary School,
273,7/1/14,10,1991,433,6053,13935,158,3286,7598,40,495,1101,198,3781,8699,45.73,62.46,62.43,Douglas,Douglas County SD 4,Hucrest Elementary School,
280,7/1/14,10,1991,1692,6053,13935,746,3286,7598,129,495,1101,875,3781,8699,51.71,62.46,62.43,Douglas,Douglas County SD 4,Roseburg High School,
279,7/1/14,10,1991,655,6053,13935,350,3286,7598,64,495,1101,414,3781,8699,63.21,62.46,62.43,Douglas,Douglas County SD 4,Joseph Lane Middle School,
278,7/1/14,10,1991,687,6053,13935,396,3286,7598,64,495,1101,460,3781,8699,66.96,62.46,62.43,Douglas,Douglas County SD 4,John C Fremont Middle School,
272,7/1/14,10,1991,312,6053,13935,208,3286,7598,26,495,1101,234,3781,8699,75,62.46,62.43,Douglas,Douglas County SD 4,Green Elementary School,
271,7/1/14,10,1991,345,6053,13935,238,3286,7598,22,495,1101,260,3781,8699,75.36,62.46,62.43,Douglas,Douglas County SD 4,Fullerton IV Elementary School,
276,7/1/14,10,1991,286,6053,13935,186,3286,7598,31,495,1101,217,3781,8699,75.87,62.46,62.43,Douglas,Douglas County SD 4,Sunnyslope Elementary School,
269,7/1/14,10,1991,439,6053,13935,292,3286,7598,42,495,1101,334,3781,8699,76.08,62.46,62.43,Douglas,Douglas County SD 4,Eastwood Elementary School,
270,7/1/14,10,1991,315,6053,13935,242,3286,7598,15,495,1101,257,3781,8699,81.59,62.46,62.43,Douglas,Douglas County SD 4,Fir Grove Elementary School,
4391,7/1/14,10,1991,166,6053,13935,126,3286,7598,15,495,1101,141,3781,8699,84.94,62.46,62.43,Douglas,Douglas County SD 4,Phoenix School,
