County,Agr.,Site.,Sponsor.Name,Site.Name,SchoolID,Area.Eligible.School,Street.Address,Addr2,City,State,Zip.Code,Opening.Date,Closing.Date,Operating.Days,Breakfasts.Served,AM.Snacks.Served,Lunches.Served,PM.Snacks.Served,Suppers.Served,X
Multnomah,2603006,13708,Centennial SD 28J,The Pines,#N/A,,3424 se 174 th,,Portland,OR,97236,24-Jun-13,16-Aug-13,37,0,0,546,0,0,NA
Clackamas,314001,14152,North Clackamas SD 12,The Terrace at Mt. Scott,#N/A,,10125 SE BobSchumacher Road,,Happy Valley,OR,97068,8-Jul-13,15-Aug-13,15,0,0,313,0,0,NA
Multnomah,2616011,13370,Portland SD,TLC- TNT Clarendon,#N/A,,5103 N Willis Blvd,,Portland,OR,97203,29-Jul-13,23-Aug-13,19,1467,0,1581,0,0,NA
Lincoln,2112001,10719,Lincoln Co SD,Toledo High,#N/A,,3780 SE Spyglass,,Lincoln City,OR,97367,17-Jun-13,21-Jun-13,1,0,0,0,0,0,NA
Clackamas,303003,10204,Canby SD 86,Trost Elem,#N/A,,800 S Redwood,,Canby,OR,97013,26-Jun-13,19-Jul-13,15,3475,0,5315,0,0,NA
Coos,619007,14078,Southwestern Oregon Community College Upward Bound,Upward Bound,#N/A,,1988 Nemark Ave.,,Coos Bay,OR,97420,23-Jun-13,1-Aug-13,28,658,0,657,0,651,NA
Multnomah,2616018,13117,PSU Upward Bound,Upward Bound Tutoring Room,#N/A,,PSU - Upward Bound,633 SW Montgomery Street,Portland,OR,97201,24-Jun-13,25-Jul-13,15,418,0,0,0,0,NA
Polk,2723001,14086,Western Oregon University,Valsetz Dining Hall,#N/A,,WOU - Upward Bound,345 N Monmouth Ave,MONMOUTH,OR,97361,23-Jun-13,3-Aug-13,32,992,0,989,409,800,NA
Marion,2419004,10848,Salem/Keizer SD 24J,Walker Middle,#N/A,,1075 8th St.NW,,Salem,OR,97304,13-Jun-13,30-Aug-13,57,0,0,2247,0,0,NA
Wallowa,2621001,11527,United Methodist Church,Wallowa Lake,#N/A,,84522 Church Lane,,Joseph,OR,97846,6-Aug-13,29-Aug-13,6,59,0,59,0,59,NA
Jackson,1505001,13133,Eagle Point SD,White Mountain Middle Sch,#N/A,,550 Wilson Way,,White City,OR,97503,8-Jul-13,26-Jul-13,15,796,1186,1207,0,0,NA
Clackamas,2619003,14111,"Salvation Army-Camp Kuratli, The",Wilderness Camp,#N/A,,24751 SE HWY 224,,Boring,OR,97009,21-Jun-13,29-Jul-13,33,210,0,168,42,210,NA
Clackamas,303003,15295,Canby SD 86,Wilderness International,#N/A,,PO Box 491,,Canby,OR,97013,25-Jun-13,30-Aug-13,34,0,0,272,0,0,NA
Jackson,2623001,14231,Wilderness Trails,Wildnerness Trails,#N/A,,18225 Dead Indian Memorial Rd.,,Ashland,OR,97520,11-Jun-13,24-Aug-13,34,590,0,587,0,590,NA
Jackson,1513001,10511,Medford SD 549,Wilson Elem,#N/A,,1400 Johnson Street,,Medford,OR,97504,5-Aug-13,23-Aug-13,15,216,0,211,0,0,NA
Multnomah,2616011,10981,Portland SD,Wilson High,#N/A,,5505 SW 23rd ave,,Portland,OR,97239,8-Jul-13,2-Aug-13,18,49,0,404,0,0,NA
Jackson,1513001,14952,Medford SD 549,YMCA,#N/A,,522 W. 6th Street,,Medford,OR,97501,11-Jun-13,30-Aug-13,63,0,0,899,954,0,NA
,,NA,,,#N/A,,,,,,,,,NA,NA,NA,NA,NA,NA,NA
