SchoolID,School,District,SchoolType,No_of_Program,Summer_2015_Activities,FrRedLnch_PercentEligible,PercentofStudentsNotChronicallyAbsent,Subject,ParticipationRate2014to2015,PercentageMeetsORExceeds2014to2015
1100,The Dalles Middle School,North Wasco County SD 21,M,1,,72.67,76.8,Science,99.5,70.3
1017,Tillamook High School,Tillamook SD 9,H,1,summer credit recovery program special ed program band camp,47.87,87.6,English Language Arts,94.5,71.2
1017,Tillamook High School,Tillamook SD 9,H,1,summer credit recovery program special ed program band camp,47.87,87.6,Mathematics,93.8,28.5
1017,Tillamook High School,Tillamook SD 9,H,1,summer credit recovery program special ed program band camp,47.87,87.6,Science,97.5,55.8
1016,Tillamook Junior High School,Tillamook SD 9,M,1,Camp 1: Tending community garden. Summer School: ELL Students,62.46,88.4,English Language Arts,98.9,43.6
1016,Tillamook Junior High School,Tillamook SD 9,M,1,Camp 1: Tending community garden. Summer School: ELL Students,62.46,88.4,Mathematics,99.3,35
1016,Tillamook Junior High School,Tillamook SD 9,M,1,Camp 1: Tending community garden. Summer School: ELL Students,62.46,88.4,Science,99.3,48.6
1016,Tillamook Junior High School,Tillamook SD 9,M,1,Summer School migrant education,62.46,88.4,English Language Arts,98.9,43.6
1016,Tillamook Junior High School,Tillamook SD 9,M,1,Summer School migrant education,62.46,88.4,Mathematics,99.3,35
1016,Tillamook Junior High School,Tillamook SD 9,M,1,Summer School migrant education,62.46,88.4,Science,99.3,48.6
292,Tri City Elementary School,South Umpqua SD 19,E,1,crafts/games/summer school,71.84,75,English Language Arts,100,33.6
292,Tri City Elementary School,South Umpqua SD 19,E,1,crafts/games/summer school,71.84,75,Mathematics,100,22.1
292,Tri City Elementary School,South Umpqua SD 19,E,1,crafts/games/summer school,71.84,75,Science,100,67.5
1143,Tualatin Elementary School,Tigard-Tualatin SD 23J,E,4,Summer School activities,43.71,92.4,English Language Arts,99.6,68.8
1143,Tualatin Elementary School,Tigard-Tualatin SD 23J,E,4,Summer School activities,43.71,92.4,Mathematics,98.9,58.5
1143,Tualatin Elementary School,Tigard-Tualatin SD 23J,E,4,Summer School activities,43.71,92.4,Science,100,89.2
1301,Tualatin High School,Tigard-Tualatin SD 23J,H,1,Summer School,26.77,88.6,English Language Arts,96.5,80.8
1301,Tualatin High School,Tigard-Tualatin SD 23J,H,1,Summer School,26.77,88.6,Mathematics,97.1,57.1
1301,Tualatin High School,Tigard-Tualatin SD 23J,H,1,Summer School,26.77,88.6,Science,99.8,71.7
790,Turner Elementary School,Cascade SD 5,E,1,A summer school enrichment program focusing on reading and math activities.,50.43,87.1,English Language Arts,98.4,50.8
790,Turner Elementary School,Cascade SD 5,E,1,A summer school enrichment program focusing on reading and math activities.,50.43,87.1,Mathematics,98.4,41.9
790,Turner Elementary School,Cascade SD 5,E,1,A summer school enrichment program focusing on reading and math activities.,50.43,87.1,Science,97.1,81.8
5059,Two Rivers Dos Rios Elementary,Springfield SD 19,E,0,Migrant Education program Summer School- not a migrant site just using the school -- closed to the public,86.26,86.9,English Language Arts,99.5,34.7
5059,Two Rivers Dos Rios Elementary,Springfield SD 19,E,0,Migrant Education program Summer School- not a migrant site just using the school -- closed to the public,86.26,86.9,Mathematics,99,29.7
5059,Two Rivers Dos Rios Elementary,Springfield SD 19,E,0,Migrant Education program Summer School- not a migrant site just using the school -- closed to the public,86.26,86.9,Science,100,37.9
1033,Umatilla High School,Umatilla SD 6R,H,1,Summer School ,82.89,71.2,English Language Arts,94.7,60.7
1033,Umatilla High School,Umatilla SD 6R,H,1,Summer School ,82.89,71.2,Mathematics,91.5,10.5
1033,Umatilla High School,Umatilla SD 6R,H,1,Summer School ,82.89,71.2,Science,83,67.9
978,Ventura Park Elementary School,David Douglas SD 40,E,2,Jump Start program for Kinders & Sun School,82.29,89.5,English Language Arts,98.3,46.6
978,Ventura Park Elementary School,David Douglas SD 40,E,2,Jump Start program for Kinders & Sun School,82.29,89.5,Mathematics,98.8,29.7
978,Ventura Park Elementary School,David Douglas SD 40,E,2,Jump Start program for Kinders & Sun School,82.29,89.5,Science,100,43.9
978,Ventura Park Elementary School,David Douglas SD 40,E,2,Portland Parks Arts Crafts and Games,82.29,89.5,English Language Arts,98.3,46.6
978,Ventura Park Elementary School,David Douglas SD 40,E,2,Portland Parks Arts Crafts and Games,82.29,89.5,Mathematics,98.8,29.7
978,Ventura Park Elementary School,David Douglas SD 40,E,2,Portland Parks Arts Crafts and Games,82.29,89.5,Science,100,43.9
895,Vernon Elementary School,Portland SD 1J,E,3,gardening reading art crafts and physical recreation activities,50.39,87.4,English Language Arts,79.7,39.1
895,Vernon Elementary School,Portland SD 1J,E,3,gardening reading art crafts and physical recreation activities,50.39,87.4,Mathematics,80.7,36.8
895,Vernon Elementary School,Portland SD 1J,E,3,gardening reading art crafts and physical recreation activities,50.39,87.4,Science,80.3,38.6
4396,Vernonia Middle School,Vernonia SD 47J,M,1,During summer months various sports camps and othe activities occur. Summer meals will be served at this site when these activities are taking place. ,51.13,85.4,English Language Arts,98.4,35.5
4396,Vernonia Middle School,Vernonia SD 47J,M,1,During summer months various sports camps and othe activities occur. Summer meals will be served at this site when these activities are taking place. ,51.13,85.4,Mathematics,100,24.4
4396,Vernonia Middle School,Vernonia SD 47J,M,1,During summer months various sports camps and othe activities occur. Summer meals will be served at this site when these activities are taking place. ,51.13,85.4,Science,100,58.8
896,Vestal Elementary School,Portland SD 1J,E,1,Enrichment activities such as reading writing sports games gardening arts and crafts. ,73.62,83.3,English Language Arts,96.7,43.5
896,Vestal Elementary School,Portland SD 1J,E,1,Enrichment activities such as reading writing sports games gardening arts and crafts. ,73.62,83.3,Mathematics,95.9,38.3
896,Vestal Elementary School,Portland SD 1J,E,1,Enrichment activities such as reading writing sports games gardening arts and crafts. ,73.62,83.3,Science,97.6,55
1177,Vose Elementary School,Beaverton SD 48J,E,3,THPRD Rec Mobile crafts sports  OSU snack attack,85.31,89.8,English Language Arts,100,42.4
1177,Vose Elementary School,Beaverton SD 48J,E,3,THPRD Rec Mobile crafts sports  OSU snack attack,85.31,89.8,Mathematics,99.7,43.1
1177,Vose Elementary School,Beaverton SD 48J,E,3,THPRD Rec Mobile crafts sports  OSU snack attack,85.31,89.8,Science,100,44
1114,W Verne McKinney Elementary School,Hillsboro SD 1J,E,1,The computer lab will be open for online reading and other interactive games.  The school library will also be available for children to check out books.,78.7,91.8,English Language Arts,100,50.8
1114,W Verne McKinney Elementary School,Hillsboro SD 1J,E,1,The computer lab will be open for online reading and other interactive games.  The school library will also be available for children to check out books.,78.7,91.8,Mathematics,100,37.5
1114,W Verne McKinney Elementary School,Hillsboro SD 1J,E,1,The computer lab will be open for online reading and other interactive games.  The school library will also be available for children to check out books.,78.7,91.8,Science,100,62.9
768,Waldo Middle School,Salem-Keizer SD 24J,M,4,Summer Academy offered for enrolled students,87.04,78.5,English Language Arts,98.1,33.4
768,Waldo Middle School,Salem-Keizer SD 24J,M,4,Summer Academy offered for enrolled students,87.04,78.5,Mathematics,98.6,21.7
768,Waldo Middle School,Salem-Keizer SD 24J,M,4,Summer Academy offered for enrolled students,87.04,78.5,Science,98.4,39.8
379,Walker Elementary School,Ashland SD 5,E,2,Summer School Emergency services personnel visits Science Works daily activity table,58.59,91.6,English Language Arts,100,64.5
379,Walker Elementary School,Ashland SD 5,E,2,Summer School Emergency services personnel visits Science Works daily activity table,58.59,91.6,Mathematics,100,60.9
379,Walker Elementary School,Ashland SD 5,E,2,Summer School Emergency services personnel visits Science Works daily activity table,58.59,91.6,Science,100,78.2
432,Warm Springs K-8 Academy,Jefferson County SD 509J,E,2,K-1 Summer Program,85.43,69.2,English Language Arts,97.8,9.8
432,Warm Springs K-8 Academy,Jefferson County SD 509J,E,2,K-1 Summer Program,85.43,69.2,Mathematics,97.4,9.3
432,Warm Springs K-8 Academy,Jefferson County SD 509J,E,2,K-1 Summer Program,85.43,69.2,Science,100,20.7
156,Warrenton Grade School,Warrenton-Hammond SD 30,E,2,Summer pre-school.,56.26,92.4,English Language Arts,99.5,46.2
156,Warrenton Grade School,Warrenton-Hammond SD 30,E,2,Summer pre-school.,56.26,92.4,Mathematics,99.3,36.9
156,Warrenton Grade School,Warrenton-Hammond SD 30,E,2,Summer pre-school.,56.26,92.4,Science,99.2,65.1
1232,Wascher Elementary School,McMinnville SD 40,E,3,,63.8,88.7,English Language Arts,96.3,49.4
1232,Wascher Elementary School,McMinnville SD 40,E,3,,63.8,88.7,Mathematics,96.3,41.7
1232,Wascher Elementary School,McMinnville SD 40,E,3,,63.8,88.7,Science,98.4,69.8
419,Washington Elementary School,Medford SD 549C,E,2,Continued education curriculum - Migrant Ed. Site,86.22,75.5,English Language Arts,98.6,30.6
419,Washington Elementary School,Medford SD 549C,E,2,Continued education curriculum - Migrant Ed. Site,86.22,75.5,Mathematics,99.5,17.2
419,Washington Elementary School,Medford SD 549C,E,2,Continued education curriculum - Migrant Ed. Site,86.22,75.5,Science,100,63.3
797,Washington Elementary School,Woodburn SD 103,E,2,Jump Start Program for incoming Kinder students.,81.53,80.2,English Language Arts,100,18.6
797,Washington Elementary School,Woodburn SD 103,E,2,Jump Start Program for incoming Kinder students.,81.53,80.2,Mathematics,100,18.6
797,Washington Elementary School,Woodburn SD 103,E,2,Jump Start Program for incoming Kinder students.,81.53,80.2,Science,100,30.8
648,Waverly Elementary School,Greater Albany Public SD 8J,E,2,,73,80.7,English Language Arts,100,33.3
648,Waverly Elementary School,Greater Albany Public SD 8J,E,2,,73,80.7,Mathematics,97.8,34.1
648,Waverly Elementary School,Greater Albany Public SD 8J,E,2,,73,80.7,Science,100,48.3
979,West Powellhurst Elementary School,David Douglas SD 40,E,1,Sun Program,84.71,79.4,English Language Arts,99.5,44
979,West Powellhurst Elementary School,David Douglas SD 40,E,1,Sun Program,84.71,79.4,Mathematics,99,38.5
979,West Powellhurst Elementary School,David Douglas SD 40,E,1,Sun Program,84.71,79.4,Science,100,44.1
320,West Sutherlin Intermediate,Sutherlin SD 130,E,2,Summer school program,63.83,82.7,English Language Arts,99.3,51.9
320,West Sutherlin Intermediate,Sutherlin SD 130,E,2,Summer school program,63.83,82.7,Mathematics,100,37.2
320,West Sutherlin Intermediate,Sutherlin SD 130,E,2,Summer school program,63.83,82.7,Science,100,65
1320,Westview High School,Beaverton SD 48J,H,1,,28.95,81.1,English Language Arts,96.5,82.5
1320,Westview High School,Beaverton SD 48J,H,1,,28.95,81.1,Mathematics,96.8,50.3
1320,Westview High School,Beaverton SD 48J,H,1,,28.95,81.1,Science,3,63.2
72,Whitcomb Elementary School,North Clackamas SD 12,E,2,Metropolitan Family Services intructional and enrichment programs,86.64,89.2,English Language Arts,99.1,28.1
72,Whitcomb Elementary School,North Clackamas SD 12,E,2,Metropolitan Family Services intructional and enrichment programs,86.64,89.2,Mathematics,99.1,18
72,Whitcomb Elementary School,North Clackamas SD 12,E,2,Metropolitan Family Services intructional and enrichment programs,86.64,89.2,Science,100,45.2
4021,White Mountain Middle School,Eagle Point SD 9,M,1,White Mountain Middle School and Upper Table Rock Elementary enrichment summer camp as well as open site. ,73.52,94.8,English Language Arts,99.7,46.9
4021,White Mountain Middle School,Eagle Point SD 9,M,1,White Mountain Middle School and Upper Table Rock Elementary enrichment summer camp as well as open site. ,73.52,94.8,Mathematics,99.7,22.3
4021,White Mountain Middle School,Eagle Point SD 9,M,1,White Mountain Middle School and Upper Table Rock Elementary enrichment summer camp as well as open site. ,73.52,94.8,Science,99.2,56.9
770,Whiteaker Middle School,Salem-Keizer SD 24J,M,1,Fire&Police Department is having a lot of activities expecting up to 250 kids.,40.93,85.8,English Language Arts,99.6,67.4
770,Whiteaker Middle School,Salem-Keizer SD 24J,M,1,Fire&Police Department is having a lot of activities expecting up to 250 kids.,40.93,85.8,Mathematics,99.1,54
770,Whiteaker Middle School,Salem-Keizer SD 24J,M,1,Fire&Police Department is having a lot of activities expecting up to 250 kids.,40.93,85.8,Science,100,73.2
1185,Whitford Middle School,Beaverton SD 48J,M,1,,58.44,82.5,English Language Arts,96.9,53.4
1185,Whitford Middle School,Beaverton SD 48J,M,1,,58.44,82.5,Mathematics,93.9,42
1185,Whitford Middle School,Beaverton SD 48J,M,1,,58.44,82.5,Science,,5
900,Whitman Elementary School,Portland SD 1J,E,3,reading art crafts garden and physical recreation activities,86.71,79.7,English Language Arts,100,37.7
900,Whitman Elementary School,Portland SD 1J,E,3,reading art crafts garden and physical recreation activities,86.71,79.7,Mathematics,100,22.2
900,Whitman Elementary School,Portland SD 1J,E,3,reading art crafts garden and physical recreation activities,86.71,79.7,Science,100,44.3
993,Whitworth Elementary School,Dallas SD 2,E,3,,52.58,84.7,English Language Arts,99.5,49.7
993,Whitworth Elementary School,Dallas SD 2,E,3,,52.58,84.7,Mathematics,99.7,41.5
993,Whitworth Elementary School,Dallas SD 2,E,3,,52.58,84.7,Science,100,74
952,Wilkes Elementary School,Reynolds SD 7,E,1,Metropolitan Family Services (SUN) will be running a program from 7/13-8/6 (registration required) with reading readiness and activities. Early Kindergarten Transition will be participating (EKT)as well.  Lunch only from 6/22 -7/10.,85.68,86.4,English Language Arts,99.5,24.8
952,Wilkes Elementary School,Reynolds SD 7,E,1,Metropolitan Family Services (SUN) will be running a program from 7/13-8/6 (registration required) with reading readiness and activities. Early Kindergarten Transition will be participating (EKT)as well.  Lunch only from 6/22 -7/10.,85.68,86.4,Mathematics,99.5,16.4
952,Wilkes Elementary School,Reynolds SD 7,E,1,Metropolitan Family Services (SUN) will be running a program from 7/13-8/6 (registration required) with reading readiness and activities. Early Kindergarten Transition will be participating (EKT)as well.  Lunch only from 6/22 -7/10.,85.68,86.4,Science,100,39
588,Willamette High School,Bethel SD 52,H,1,Students participating in preseason team training and band camp,50.95,86.6,English Language Arts,97.8,64.4
588,Willamette High School,Bethel SD 52,H,1,Students participating in preseason team training and band camp,50.95,86.6,Mathematics,97.2,31.8
588,Willamette High School,Bethel SD 52,H,1,Students participating in preseason team training and band camp,50.95,86.6,Science,99.7,65.8
1224,Willamina Elementary School,Willamina SD 30J,E,2,Summer School Program,68.76,67.3,English Language Arts,95.9,24.8
1224,Willamina Elementary School,Willamina SD 30J,E,2,Summer School Program,68.76,67.3,Mathematics,94.7,19.9
1224,Willamina Elementary School,Willamina SD 30J,E,2,Summer School Program,68.76,67.3,Science,100,54.5
122,William Knight Elementary School,Canby SD 86,E,1,,56.88,88.4,English Language Arts,96.7,53.7
122,William Knight Elementary School,Canby SD 86,E,1,,56.88,88.4,Mathematics,93.3,48.5
122,William Knight Elementary School,Canby SD 86,E,1,,56.88,88.4,Science,98.1,72.5
1179,William Walker Elementary School,Beaverton SD 48J,E,2,,82.36,87.9,English Language Arts,99.6,39.4
1179,William Walker Elementary School,Beaverton SD 48J,E,2,,82.36,87.9,Mathematics,98.3,36.7
1179,William Walker Elementary School,Beaverton SD 48J,E,2,,82.36,87.9,Science,100,45.5
39,Wilson Elementary School,Corvallis SD 509J,E,3,Parks & Rec program,50.44,84.6,English Language Arts,97,51.3
39,Wilson Elementary School,Corvallis SD 509J,E,3,Parks & Rec program,50.44,84.6,Mathematics,97,55.1
39,Wilson Elementary School,Corvallis SD 509J,E,3,Parks & Rec program,50.44,84.6,Science,100,82.7
277,Winchester Elementary,Douglas County SD 4,E,0,,85.02,86.8,English Language Arts,99.4,26.9
277,Winchester Elementary,Douglas County SD 4,E,0,,85.02,86.8,Mathematics,99.4,23.4
277,Winchester Elementary,Douglas County SD 4,E,0,,85.02,86.8,Science,100,66.7
4857,Winter Lakes School,Coquille SD 8,H,0,,,66.7,English Language Arts,93.8,56.7
4857,Winter Lakes School,Coquille SD 8,H,0,,,66.7,Mathematics,,5
4857,Winter Lakes School,Coquille SD 8,H,0,,,66.7,Science,93.3,39.3
1151,Witch Hazel Elementary School,Hillsboro SD 1J,E,1,Hillsboro Park and Rec Jump into Summer Program,73.28,95,English Language Arts,99.7,40.1
1151,Witch Hazel Elementary School,Hillsboro SD 1J,E,1,Hillsboro Park and Rec Jump into Summer Program,73.28,95,Mathematics,99.7,30.5
1151,Witch Hazel Elementary School,Hillsboro SD 1J,E,1,Hillsboro Park and Rec Jump into Summer Program,73.28,95,Science,100,52.1
4543,Woodburn Arts and Communications Academy,Woodburn SD 103,H,2,Summer School program with math literacy & social sciences,71.24,73.6,English Language Arts,97.3,70.4
4543,Woodburn Arts and Communications Academy,Woodburn SD 103,H,2,Summer School program with math literacy & social sciences,71.24,73.6,Mathematics,98.6,8.3
4543,Woodburn Arts and Communications Academy,Woodburn SD 103,H,2,Summer School program with math literacy & social sciences,71.24,73.6,Science,100,27.4
1365,Woodland Elementary,Reynolds SD 7,E,1,Metropolitan Family Services (SUN) will be running a program from 7/13-8/6 (registration required) with reading readiness and activities. Early Kindergarten Transition will be participating (EKT)as well.    ,80.15,82.7,English Language Arts,98.2,31.7
1365,Woodland Elementary,Reynolds SD 7,E,1,Metropolitan Family Services (SUN) will be running a program from 7/13-8/6 (registration required) with reading readiness and activities. Early Kindergarten Transition will be participating (EKT)as well.    ,80.15,82.7,Mathematics,98.7,22.7
1365,Woodland Elementary,Reynolds SD 7,E,1,Metropolitan Family Services (SUN) will be running a program from 7/13-8/6 (registration required) with reading readiness and activities. Early Kindergarten Transition will be participating (EKT)as well.    ,80.15,82.7,Science,98.6,46.6
902,Woodlawn Elementary School,Portland SD 1J,E,4,Reading writing games sports arts and crafts. ,84.47,85.8,English Language Arts,97.3,26.1
902,Woodlawn Elementary School,Portland SD 1J,E,4,Reading writing games sports arts and crafts. ,84.47,85.8,Mathematics,97.3,20.9
902,Woodlawn Elementary School,Portland SD 1J,E,4,Reading writing games sports arts and crafts. ,84.47,85.8,Science,98.5,30
903,Woodmere Elementary School,Portland SD 1J,E,2,Reading art crafts and physical recreation activities,84.91,88.1,English Language Arts,98.2,42.2
903,Woodmere Elementary School,Portland SD 1J,E,2,Reading art crafts and physical recreation activities,84.91,88.1,Mathematics,99.4,33.3
903,Woodmere Elementary School,Portland SD 1J,E,2,Reading art crafts and physical recreation activities,84.91,88.1,Science,100,58.7
1213,Yamhill Carlton Elementary School,Yamhill Carlton SD 1,E,2,Summer School Summer Library Program American Heart Association Jumps and Hoops and Local Summer Bible School is held in the school building,42.16,79.4,English Language Arts,97.5,34.2
1213,Yamhill Carlton Elementary School,Yamhill Carlton SD 1,E,2,Summer School Summer Library Program American Heart Association Jumps and Hoops and Local Summer Bible School is held in the school building,42.16,79.4,Mathematics,98.1,44.2
764,Yoshikai Elementary School,Salem-Keizer SD 24J,E,2,,80.04,84.4,English Language Arts,99.6,49.2
764,Yoshikai Elementary School,Salem-Keizer SD 24J,E,2,,80.04,84.4,Mathematics,99.6,55.2
764,Yoshikai Elementary School,Salem-Keizer SD 24J,E,2,,80.04,84.4,Science,100,74
